Tournament,Player,Rank,Wpoints,Start Date,End Date,Series,Wpoints,Fpoints,SFpoints,QFpoints,sixteenpoints,thirtytwopoints,sixtyfourpoints,onehundredtwentyeightpoints,Probability_128,Probability_64,Probability_32,Probability_16,Probability_QF,Probability_SF,Probability_F,Probability_W
Halle Open,Karatsev A.,45.0,500,2023-06-19,2023-06-25,ATP500,500,330,1200,100,50,25,0,0,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Halle Open,Gasquet R.,49.0,500,2023-06-19,2023-06-25,ATP500,500,330,1200,100,50,25,0,0,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Halle Open,Wessels L.,347.0,500,2023-06-19,2023-06-25,ATP500,500,330,1200,100,50,25,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Halle Open,Wu Y.,59.0,500,2023-06-19,2023-06-25,ATP500,500,330,1200,100,50,25,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Halle Open,Carballes Baena R.,52.0,500,2023-06-19,2023-06-25,ATP500,500,330,1200,100,50,25,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Halle Open,Thiem D.,89.0,500,2023-06-19,2023-06-25,ATP500,500,330,1200,100,50,25,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Halle Open,Coric B.,14.0,500,2023-06-19,2023-06-25,ATP500,500,330,1200,100,50,25,0,0,0.94,0.88,0.8,0.7,0.65,0.5,0.4,0.3
Halle Open,Eubanks C.,77.0,500,2023-06-19,2023-06-25,ATP500,500,330,1200,100,50,25,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Halle Open,Safiullin R.,99.0,500,2023-06-19,2023-06-25,ATP500,500,330,1200,100,50,25,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Internazionali BNL d'Italia,Ivashka I.,73.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Internazionali BNL d'Italia,Krajinovic F.,74.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Internazionali BNL d'Italia,Van Assche L.,85.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Internazionali BNL d'Italia,Varillas J.P.,97.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Internazionali BNL d'Italia,Lestienne C.,70.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Internazionali BNL d'Italia,Cachin P.,68.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Internazionali BNL d'Italia,Gasquet R.,44.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Internazionali BNL d'Italia,Edmund K.,473.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Internazionali BNL d'Italia,Martinez P.,142.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Internazionali BNL d'Italia,Cerundolo J.M.,105.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Internazionali BNL d'Italia,Munar J.,75.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Internazionali BNL d'Italia,O Connell C.,78.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Internazionali BNL d'Italia,Giron M.,60.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Internazionali BNL d'Italia,Murray A.,42.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Internazionali BNL d'Italia,Cobolli F.,183.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Internazionali BNL d'Italia,Nakashima B.,47.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Internazionali BNL d'Italia,Zeppieri G.,120.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Internazionali BNL d'Italia,Dellien H.,157.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Internazionali BNL d'Italia,Huesler M.A.,82.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Internazionali BNL d'Italia,Mannarino A.,45.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Internazionali BNL d'Italia,Nardi L.,151.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Internazionali BNL d'Italia,Humbert U.,50.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Internazionali BNL d'Italia,Mcdonald M.,55.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Internazionali BNL d'Italia,Cressy M.,41.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Internazionali BNL d'Italia,Passaro F.,126.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Internazionali BNL d'Italia,Chardy J.,591.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Internazionali BNL d'Italia,Lajovic D.,46.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Internazionali BNL d'Italia,Moutet C.,67.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Internazionali BNL d'Italia,Jarry N.,56.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Internazionali BNL d'Italia,Grenier H.,124.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Internazionali BNL d'Italia,Napolitano S.,555.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Internazionali BNL d'Italia,Schwartzman D.,91.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Internazionali BNL d'Italia,Auger-Aliassime F.,10.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.94,0.88,0.8,0.7,0.65,0.5,0.4,0.3
Internazionali BNL d'Italia,De Minaur A.,18.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.94,0.88,0.8,0.7,0.65,0.5,0.4,0.3
Internazionali BNL d'Italia,Korda S.,29.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Internazionali BNL d'Italia,Van De Zandschulp B.,30.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Internazionali BNL d'Italia,Khachanov K.,11.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.94,0.88,0.8,0.7,0.65,0.5,0.4,0.3
Internazionali BNL d'Italia,Kecmanovic M.,37.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Internazionali BNL d'Italia,Paul T.,17.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.94,0.88,0.8,0.7,0.65,0.5,0.4,0.3
Internazionali BNL d'Italia,Shelton B.,35.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Internazionali BNL d'Italia,Evans D.,24.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Internazionali BNL d'Italia,Hurkacz H.,15.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.94,0.88,0.8,0.7,0.65,0.5,0.4,0.3
Internazionali BNL d'Italia,Nishioka Y.,32.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Internazionali BNL d'Italia,Bautista Agut R.,25.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Internazionali BNL d'Italia,Fritz T.,9.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.94,0.88,0.8,0.7,0.65,0.5,0.4,0.3
Internazionali BNL d'Italia,Lehecka J.,39.0,1000,2023-05-10,2023-05-21,Masters 1000,1000,650,400,200,100,50,30,10,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Los Cabos Open,Tabilo A.,122.0,250,2023-08-01,2023-08-06,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Los Cabos Open,Diallo G.,140.0,250,2023-08-01,2023-08-06,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Los Cabos Open,Hijikata R.,110.0,250,2023-08-01,2023-08-06,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Los Cabos Open,Lama G.,410.0,250,2023-08-01,2023-08-06,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Los Cabos Open,Kumar O.,403.0,250,2023-08-01,2023-08-06,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Los Cabos Open,Barrios M.,121.0,250,2023-08-01,2023-08-06,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Los Cabos Open,Escobedo E.,377.0,250,2023-08-01,2023-08-06,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Los Cabos Open,Mansouri S.,296.0,250,2023-08-01,2023-08-06,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Los Cabos Open,Virtanen O.,127.0,250,2023-08-01,2023-08-06,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Los Cabos Open,Pacheco Mendez R.,817.0,250,2023-08-01,2023-08-06,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Los Cabos Open,Zhukayev B.,258.0,250,2023-08-01,2023-08-06,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Los Cabos Open,Garin C.,101.0,250,2023-08-01,2023-08-06,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Los Cabos Open,Norrie C.,13.0,250,2023-08-01,2023-08-06,ATP250,250,165,100,50,25,13,0,0,0.94,0.88,0.8,0.7,0.65,0.5,0.4,0.3
Lyon Open,Ramos-Vinolas A.,648.0,250,2023-05-21,2023-05-27,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Lyon Open,Moutet C.,846.0,250,2023-05-21,2023-05-27,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Lyon Open,Muller A.,832.0,250,2023-05-21,2023-05-27,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Lyon Open,Schwartzman D.,877.0,250,2023-05-21,2023-05-27,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Lyon Open,Roca Batalla O.,1055.0,250,2023-05-21,2023-05-27,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Lyon Open,Harris L.,725.0,250,2023-05-21,2023-05-27,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Lyon Open,Zhang Zh.,559.0,250,2023-05-21,2023-05-27,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Lyon Open,Gasquet R.,876.0,250,2023-05-21,2023-05-27,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Lyon Open,Lopez San Martin A.,550.0,250,2023-05-21,2023-05-27,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Lyon Open,Fucsovics M.,955.0,250,2023-05-21,2023-05-27,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Lyon Open,Purcell M.,236.0,250,2023-05-21,2023-05-27,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Lyon Open,Monfils G.,793.0,250,2023-05-21,2023-05-27,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Lyon Open,Varillas J. P.,1345.0,250,2023-05-21,2023-05-27,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Lyon Open,Kecmanovic M.,832.0,250,2023-05-21,2023-05-27,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Lyon Open,Rinderknech A.,877.0,250,2023-05-21,2023-05-27,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Lyon Open,Cachin P.,955.0,250,2023-05-21,2023-05-27,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Lyon Open,Barrere G.,2135.0,250,2023-05-21,2023-05-27,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Lyon Open,Goffin D.,2520.0,250,2023-05-21,2023-05-27,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Lyon Open,Ymer M.,559.0,250,2023-05-21,2023-05-27,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Lyon Open,Llamas Ruiz P.,3065.0,250,2023-05-21,2023-05-27,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Lyon Open,Draper J.,1345.0,250,2023-05-21,2023-05-27,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Lyon Open,Baez S.,2520.0,250,2023-05-21,2023-05-27,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Lyon Open,Paul T.,877.0,250,2023-05-21,2023-05-27,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Lyon Open,Auger-Aliassime F.,559.0,250,2023-05-21,2023-05-27,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Lyon Open,Norrie C.,1345.0,250,2023-05-21,2023-05-27,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Lyon Open,Nakashima B.,559.0,250,2023-05-21,2023-05-27,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Lyon Open,Cerundolo F.,559.0,250,2023-05-21,2023-05-27,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Maharashtra Open,Tseng C.H.,115.0,250,2023-01-02,2023-01-07,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Maharashtra Open,Zapata Miralles B.,72.0,250,2023-01-02,2023-01-07,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Maharashtra Open,Dhamne M.,,250,2023-01-02,2023-01-07,ATP250,250,165,100,50,25,13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maharashtra Open,Munar J.,58.0,250,2023-01-02,2023-01-07,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Maharashtra Open,Molcan A.,50.0,250,2023-01-02,2023-01-07,ATP250,250,165,100,50,25,13,0,0,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Maharashtra Open,Basilashvili N.,91.0,250,2023-01-02,2023-01-07,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Maharashtra Open,Nagal S.,503.0,250,2023-01-02,2023-01-07,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Maharashtra Open,Albot R.,103.0,250,2023-01-02,2023-01-07,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Maharashtra Open,Ymer E.,127.0,250,2023-01-02,2023-01-07,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Maharashtra Open,Ramanathan R.,435.0,250,2023-01-02,2023-01-07,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Maharashtra Open,Andujar P.,121.0,250,2023-01-02,2023-01-07,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Maharashtra Open,Mukund S.,340.0,250,2023-01-02,2023-01-07,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Maharashtra Open,Baez S.,43.0,250,2023-01-02,2023-01-07,ATP250,250,165,100,50,25,13,0,0,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Maharashtra Open,Ruusuvuori E.,40.0,250,2023-01-02,2023-01-07,ATP250,250,165,100,50,25,13,0,0,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Mallorca Championships,O Connell C.,70.0,250,2023-06-25,2023-07-01,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Mallorca Championships,Giron M.,63.0,250,2023-06-25,2023-07-01,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Mallorca Championships,Tu L.,247.0,250,2023-06-25,2023-07-01,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Mallorca Championships,Shelbayh A.,240.0,250,2023-06-25,2023-07-01,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Mallorca Championships,Ivashka I.,102.0,250,2023-06-25,2023-07-01,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Mallorca Championships,Michelsen A.,250.0,250,2023-06-25,2023-07-01,ATP250,250,165,100,50,25,13,0,0,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Mallorca Championships,Zapata Miralles B.,50.0,250,2023-06-25,2023-07-01,ATP250,250,165,100,50,25,13,0,0,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Mallorca Championships,Cachin P.,67.0,250,2023-06-25,2023-07-01,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Mallorca Championships,Gasquet R.,49.0,250,2023-06-25,2023-07-01,ATP250,250,165,100,50,25,13,0,0,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Mallorca Championships,Kubler J.,74.0,250,2023-06-25,2023-07-01,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Mallorca Championships,Ramos-Vinolas A.,72.0,250,2023-06-25,2023-07-01,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Mallorca Championships,Purcell M.,62.0,250,2023-06-25,2023-07-01,ATP250,250,165,100,50,25,13,0,0,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Mallorca Championships,Davidovich Fokina A.,34.0,250,2023-06-25,2023-07-01,ATP250,250,165,100,50,25,13,0,0,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Mallorca Championships,Shelton B.,35.0,250,2023-06-25,2023-07-01,ATP250,250,165,100,50,25,13,0,0,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Mallorca Championships,Tsitsipas S.,5.0,250,2023-06-25,2023-07-01,ATP250,250,165,100,50,25,13,0,0,0.99,0.97,0.95,0.92,0.9,0.85,0.8,0.75
Miami Open,Rinderknech A.,72.0,1000,2023-03-22,2023-04-02,Masters 1000,1000,650,400,200,100,50,30,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Miami Open,Otte O.,85.0,1000,2023-03-22,2023-04-02,Masters 1000,1000,650,400,200,100,50,30,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Miami Open,Ramos-Vinolas A.,51.0,1000,2023-03-22,2023-04-02,Masters 1000,1000,650,400,200,100,50,30,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Miami Open,Meligeni Alves F.,164.0,1000,2023-03-22,2023-04-02,Masters 1000,1000,650,400,200,100,50,30,10,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Miami Open,Cachin P.,63.0,1000,2023-03-22,2023-04-02,Masters 1000,1000,650,400,200,100,50,30,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Miami Open,Varillas J.P.,88.0,1000,2023-03-22,2023-04-02,Masters 1000,1000,650,400,200,100,50,30,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Miami Open,Vukic A.,168.0,1000,2023-03-22,2023-04-02,Masters 1000,1000,650,400,200,100,50,30,10,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Miami Open,Ymer M.,53.0,1000,2023-03-22,2023-04-02,Masters 1000,1000,650,400,200,100,50,30,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Miami Open,Bublik A.,48.0,1000,2023-03-22,2023-04-02,Masters 1000,1000,650,400,200,100,50,30,10,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Miami Open,Altmaier D.,114.0,1000,2023-03-22,2023-04-02,Masters 1000,1000,650,400,200,100,50,30,10,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Miami Open,Murray A.,52.0,1000,2023-03-22,2023-04-02,Masters 1000,1000,650,400,200,100,50,30,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Miami Open,Borges N.,68.0,1000,2023-03-22,2023-04-02,Masters 1000,1000,650,400,200,100,50,30,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Miami Open,Edmund K.,544.0,1000,2023-03-22,2023-04-02,Masters 1000,1000,650,400,200,100,50,30,10,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Miami Open,Fognini F.,91.0,1000,2023-03-22,2023-04-02,Masters 1000,1000,650,400,200,100,50,30,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Miami Open,Monfils G.,280.0,1000,2023-03-22,2023-04-02,Masters 1000,1000,650,400,200,100,50,30,10,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Miami Open,Isner J.,46.0,1000,2023-03-22,2023-04-02,Masters 1000,1000,650,400,200,100,50,30,10,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Miami Open,Munar J.,66.0,1000,2023-03-22,2023-04-02,Masters 1000,1000,650,400,200,100,50,30,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Miami Open,Coria F.,67.0,1000,2023-03-22,2023-04-02,Masters 1000,1000,650,400,200,100,50,30,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Miami Open,Martinez P.,121.0,1000,2023-03-22,2023-04-02,Masters 1000,1000,650,400,200,100,50,30,10,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Miami Open,Giron M.,71.0,1000,2023-03-22,2023-04-02,Masters 1000,1000,650,400,200,100,50,30,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Miami Open,Shang J.,181.0,1000,2023-03-22,2023-04-02,Masters 1000,1000,650,400,200,100,50,30,10,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Miami Open,Thompson J.,83.0,1000,2023-03-22,2023-04-02,Masters 1000,1000,650,400,200,100,50,30,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
Miami Open,Zapata Miralles B.,41.0,1000,2023-03-22,2023-04-02,Masters 1000,1000,650,400,200,100,50,30,10,0.9,0.8,0.7,0.6,0.5,0.4,0.3,0.2
Miami Open,Kudla D.,122.0,1000,2023-03-22,2023-04-02,Masters 1000,1000,650,400,200,100,50,30,10,0.7,0.55,0.45,0.35,0.2,0.1,0.05,0.01
Miami Open,Galan D.E.,89.0,1000,2023-03-22,2023-04-02,Masters 1000,1000,650,400,200,100,50,30,10,0.8,0.65,0.55,0.45,0.3,0.2,0.1,0.05
